,Compound Score,Negative Score,Neutral Score,News Outlet,Positive Score,Tweet Text,Tweet Time,Tweets Ago
393,0.0,0.0,1.0,Fox News,0.0,"This morning, President @realDonaldTrump expressed his condolences after the deadly flooding in Japan.… https://t.co/07rbp7U4Tf",Sat Jul 14 13:46:44 +0000 2018,95
394,-0.6486,0.323,0.677,Fox News,0.0,"#NancySinatraSr, first wife of Frank Sinatra, dead at 101 https://t.co/Rdit6IJCya",Sat Jul 14 13:39:11 +0000 2018,96
395,0.765,0.0,0.612,Fox News,0.388,"Thailand cave rescue boys thank rescuers, admit they are craving pork, rice and KFC https://t.co/Mp6Tga3m7E",Sat Jul 14 13:34:50 +0000 2018,97
396,0.4019,0.0,0.787,Fox News,0.213,.@AlanDersh: “The minority party doesn’t get to make foreign policy.” https://t.co/qjxJI6Gkqm,Sat Jul 14 12:55:05 +0000 2018,98
397,0.0,0.0,1.0,Fox News,0.0,Texas sheriff's deputy with 'heart of gold' to donate kidney to man in need https://t.co/RGvOexQJBO,Sat Jul 14 12:36:10 +0000 2018,99
398,0.0,0.0,1.0,Fox News,0.0,Police searching for paraglider who flew over Trump's Scotland golf resort and breached no-fly zone https://t.co/tTdvl75Knv,Sat Jul 14 12:16:48 +0000 2018,100
399,0.0,0.0,1.0,The New York Times,0.0,Michael Avenatti thinks he can bring down the president — one cable-news hit at a time https://t.co/G3Gr75JHWD,Sat Jul 14 23:16:40 +0000 2018,1
400,-0.34,0.194,0.806,The New York Times,0.0,Judge Criticizes Trump Administration for Response to Family Reunification Order https://t.co/un3jhf6YVW,Sat Jul 14 22:57:40 +0000 2018,2
401,0.4404,0.0,0.854,The New York Times,0.146,"Some small studies suggest that spending time in nature, specifically in lush forests, might improve your health https://t.co/863ha9bvMN",Sat Jul 14 22:45:52 +0000 2018,3
402,-0.4767,0.358,0.438,The New York Times,0.204,"‘Downloadable Gun’ Clears a Legal Obstacle, and Activists Are Alarmed https://t.co/2HattY9FnZ",Sat Jul 14 22:28:16 +0000 2018,4
403,-0.3804,0.178,0.715,The New York Times,0.107,"In Opinion

Op-Ed columnist Maureen Dowd writes, “Trump has certainly made political discourse more crude and belli… https://t.co/TaFe8ohFuk",Sat Jul 14 22:17:48 +0000 2018,5
404,0.0,0.0,1.0,The New York Times,0.0,"In retrospect, Brett Kavanaugh's climb to a justice’s seat may seem calculated — from pursuing jobs that put him cl… https://t.co/GzluXCVkrb",Sat Jul 14 22:00:06 +0000 2018,6
405,0.0,0.0,1.0,The New York Times,0.0,"This Bastille Day, master the essentials of French cooking https://t.co/zBo5E07oLz https://t.co/P1H9XscD5f",Sat Jul 14 21:45:06 +0000 2018,7
406,-0.6249,0.255,0.745,The New York Times,0.0,"At a Kentucky restaurant taking on the opioid crisis, cooking is “100% therapy” https://t.co/uVMS7Dkv5P",Sat Jul 14 21:30:09 +0000 2018,8
407,0.0,0.0,1.0,The New York Times,0.0,RT @kzernike: “Pretend you’re a man” didn’t work.  https://t.co/1rFVZmJseo,Sat Jul 14 21:22:04 +0000 2018,9
408,0.7783,0.09,0.526,The New York Times,0.383,"Thanks to a legal settlement with the U.S. government, a Texas gun enthusiast and free speech advocate can resume p… https://t.co/uWjm9JhUBR",Sat Jul 14 21:15:05 +0000 2018,10
409,-0.2263,0.161,0.717,The New York Times,0.121,"8 black rhinos died in Kenya after being transported to a sanctuary meant to help preserve the endangered species,… https://t.co/Bf5CYaO3xA",Sat Jul 14 21:00:02 +0000 2018,11
410,-0.3818,0.133,0.867,The New York Times,0.0,"A severe drought in Ireland revealed the outline of a henge that may have been standing 5,000 years ago https://t.co/4kEBft70Om",Sat Jul 14 20:45:06 +0000 2018,12
411,-0.2263,0.106,0.894,The New York Times,0.0,"After 2 police officers in Georgia stopped a driver for speeding, they used a coin-tossing app while deciding wheth… https://t.co/R44hJwxMnl",Sat Jul 14 20:30:07 +0000 2018,13
412,0.0,0.0,1.0,The New York Times,0.0,The spectacle of a president bashing his nation’s news organizations on foreign soil — in scenes broadcast live aro… https://t.co/RLCROwQbGZ,Sat Jul 14 20:15:05 +0000 2018,14
413,-0.296,0.104,0.896,The New York Times,0.0,"Put away the suit, bring along the kids, show that tattoo. No longer conforming to stereotypes, female candidates a… https://t.co/VfcjFpUzrj",Sat Jul 14 20:00:11 +0000 2018,15
414,0.0,0.0,1.0,The New York Times,0.0,"In Opinion

Roberto Rey Agudo writes, ""To say that someone does not have an accent is as believable as saying that… https://t.co/OKkJ7atgA4",Sat Jul 14 19:45:06 +0000 2018,16
415,0.5574,0.0,0.847,The New York Times,0.153,"As Brett Kavanaugh prepares to persuade the Senate that he's suited for the Supreme Court, he takes on something at… https://t.co/caXFUP3yka",Sat Jul 14 19:30:14 +0000 2018,17
416,0.0,0.0,1.0,The New York Times,0.0,House hunting goes virtual https://t.co/L8wVu0x49v,Sat Jul 14 19:15:11 +0000 2018,18
417,0.296,0.0,0.864,The New York Times,0.136,Are you a full-time teacher with a second job to supplement your salary? Share your story.  https://t.co/eO0syfNMA2,Sat Jul 14 19:00:10 +0000 2018,19
418,0.0387,0.083,0.827,The New York Times,0.09,"“Without you I am like a coloring book with no color. I am the structure, but you are the color."" https://t.co/TXJ1qNpcEF",Sat Jul 14 18:45:06 +0000 2018,20
419,-0.2584,0.135,0.865,The New York Times,0.0,These women were told not to play soccer. Instead they formed a team. https://t.co/sQDp0x7wyw https://t.co/5EKZkFn866,Sat Jul 14 18:30:17 +0000 2018,21
420,-0.296,0.095,0.905,The New York Times,0.0,"Residents of one of Mexico’s rainiest regions often have no water to drink, so many hydrate with soda. The impact o… https://t.co/iQHVwZpXkT",Sat Jul 14 18:15:04 +0000 2018,22
421,0.8126,0.067,0.603,The New York Times,0.33,"When the 2 leaders sit down in Finland, Trump’s abiding desire to win over Vladimir Putin will loom as a powerful d… https://t.co/9xMAYVnWoS",Sat Jul 14 18:00:04 +0000 2018,23
422,-0.128,0.073,0.927,The New York Times,0.0,"Leading up to his weekend in Scotland, Trump has managed to repeatedly plug his Turnberry golf resort, alarming eth… https://t.co/ftr0hvb6cl",Sat Jul 14 17:45:08 +0000 2018,24
423,0.0,0.0,1.0,The New York Times,0.0,"""We’re trying to tell as many black stories as possible and resist one-dimensional representations"" https://t.co/BWHaZFySHp",Sat Jul 14 17:30:07 +0000 2018,25
424,0.0,0.0,1.0,The New York Times,0.0,"We chart America’s complicated history of infant feeding, starting with the spread of formula https://t.co/Z3W4t123ij",Sat Jul 14 17:15:06 +0000 2018,26
425,0.0,0.114,0.772,The New York Times,0.114,"For Isabella and thousands of other migrant parents hoping to be reunited with their children, part of the trauma h… https://t.co/bfQKyEd241",Sat Jul 14 17:00:04 +0000 2018,27
426,0.0,0.0,1.0,The New York Times,0.0,"Many Democrats are outmatched by Republicans when it comes to tech-savvy campaigning. A network of 4,500 tech worke… https://t.co/IvMOv5Wp08",Sat Jul 14 16:45:07 +0000 2018,28
427,-0.7579,0.228,0.772,The New York Times,0.0,"RT @nytopinion: After World War II, many Germans saw America as the guarantor of the liberal democratic order. It’s a shock to them that th…",Sat Jul 14 16:35:03 +0000 2018,29
428,0.5719,0.117,0.623,The New York Times,0.261,"Breaking News: Angelique Kerber won her first Wimbledon title by beating Serena Williams, who was seeking a Grand S… https://t.co/zyBj8neRLy",Sat Jul 14 16:24:19 +0000 2018,30
429,0.0,0.0,1.0,The New York Times,0.0,An ode to old maids everywhere https://t.co/dMWlTP7kmA,Sat Jul 14 16:20:06 +0000 2018,31
430,0.7579,0.0,0.735,The New York Times,0.265,"Trump's Supreme Court nominee has talked a lot about his mother, the public servant. Just as influential in his lif… https://t.co/Kd6nSbsFnt",Sat Jul 14 16:05:02 +0000 2018,32
431,-0.5574,0.167,0.833,The New York Times,0.0,"Nancy Barbato Sinatra, who has died at 101, remained Frank Sinatra's confidante for decades after their divorce in… https://t.co/4my80b7Iej",Sat Jul 14 15:50:02 +0000 2018,33
432,0.7314,0.142,0.549,The New York Times,0.309,"No sitting on the floor, no hugging your siblings, and it’s best not to cry: Migrant children describe life in dete… https://t.co/P44lXjU2dR",Sat Jul 14 15:35:05 +0000 2018,34
433,0.4199,0.0,0.883,The New York Times,0.117,After years of being told to put on a suit and recite their résumé — and smile! — women running for office are thro… https://t.co/wDfnVFGypy,Sat Jul 14 15:20:03 +0000 2018,35
434,0.0,0.0,1.0,The New York Times,0.0,France eliminated Belgium. Croatia eliminated England. We eliminated the ⚽️s from these World Cup semifinals photos… https://t.co/TxBoEKnA0l,Sat Jul 14 15:05:06 +0000 2018,36
435,0.0,0.0,1.0,The New York Times,0.0,"The day Donald Trump publicly asked Russia to find Hillary Clinton’s emails in 2016, Russia began to target her ser… https://t.co/aKEnltUVIh",Sat Jul 14 14:50:04 +0000 2018,37
436,0.0,0.0,1.0,The New York Times,0.0,"RT @karenyourish: Trump has spent 169 days of his presidency, or about 30% of his time in office, visiting Trump properties. He is spending…",Sat Jul 14 14:40:08 +0000 2018,38
437,-0.3919,0.175,0.726,The New York Times,0.1,"It was over in less than 20 seconds, but even casual followers of the monarchy were aghast  https://t.co/uIQwVwpJeB",Sat Jul 14 14:30:09 +0000 2018,39
438,0.4939,0.141,0.563,The New York Times,0.296,"Found: A 2,000-year-old sarcophagus that was perfectly sealed.
Inside: Unclear. https://t.co/Lm9p1Gy87I",Sat Jul 14 14:17:06 +0000 2018,40
439,-0.3612,0.238,0.762,The New York Times,0.0,"The new toll of student debt in 3 charts
https://t.co/bjepY6hUYb",Sat Jul 14 14:02:04 +0000 2018,41
440,0.3182,0.0,0.839,The New York Times,0.161,Not sure what to do in NYC this weekend? We’ve got you. https://t.co/bAq3dvD9gl,Sat Jul 14 13:42:03 +0000 2018,42
441,-0.296,0.216,0.784,The New York Times,0.0,"It's the universal World Cup ""oh no"" https://t.co/Acy0y21md6 https://t.co/Y7PfyUNho0",Sat Jul 14 13:21:05 +0000 2018,43
442,-0.2023,0.13,0.87,The New York Times,0.0,Are you a grammar geek? Test your editing skills in our new quiz. https://t.co/jqqnQQOmiu,Sat Jul 14 13:02:04 +0000 2018,44
443,0.3818,0.0,0.843,The New York Times,0.157,"While the names of FIFA leaders may have changed, the lavish benefits have not https://t.co/OrVIJDKzJD",Sat Jul 14 12:42:05 +0000 2018,45
444,0.4404,0.0,0.854,The New York Times,0.146,"Some small studies suggest that spending time in nature, specifically in lush forests, might improve your health https://t.co/wfDmohEEtI",Sat Jul 14 12:21:06 +0000 2018,46
445,0.0,0.0,1.0,The New York Times,0.0,"This weekend, the World Cup final will be underway in Russia. Here's how the tournament ended up there. https://t.co/0DtzfJ51HF",Sat Jul 14 12:02:04 +0000 2018,47
446,0.4926,0.0,0.868,The New York Times,0.132,RT @katierogers: .@dougmillsnyt is one of the keenest observers of the human condition in journalism (and in the world! Trump says. totally…,Sat Jul 14 11:41:02 +0000 2018,48
447,0.4404,0.0,0.868,The New York Times,0.132,The World Cup is about to get 50 percent larger. Hope you took the time to savor this one. https://t.co/S1KXhahyQ6,Sat Jul 14 11:21:01 +0000 2018,49
448,0.0516,0.163,0.708,The New York Times,0.129,RT @nytpolitics: Democrats demanded that President Trump cancel his summit with Vladimir Putin after 12 Russian intelligence officers are i…,Sat Jul 14 11:02:04 +0000 2018,50
449,0.0,0.0,1.0,The New York Times,0.0,"John Liu Plots a Comeback Trail, Targeting a Renegade Democrat https://t.co/jVOJMq2k4L",Sat Jul 14 10:52:59 +0000 2018,51
450,0.0,0.0,1.0,The New York Times,0.0,"In Trump’s U.K. Visit, Some See ‘Infomercial’ for Money-Losing Golf Resort https://t.co/9il1esJ738",Sat Jul 14 10:35:48 +0000 2018,52
451,0.0,0.0,1.0,The New York Times,0.0,"Video review made its debut at this World Cup, and it had an immediate impact https://t.co/gW9hVFyi2j",Sat Jul 14 10:31:04 +0000 2018,53
452,0.0,0.0,1.0,The New York Times,0.0,First Words: Americans Think ‘Corruption’ Is Everywhere. Is That Why We Vote for It? https://t.co/xLD6P42SP1,Sat Jul 14 10:14:48 +0000 2018,54
453,0.0,0.0,1.0,The New York Times,0.0,"Sarcophagus Found. Contents Unknown. (‘No Guessing, Please.’) https://t.co/nGSstHV6ve",Sat Jul 14 10:07:16 +0000 2018,55
454,0.6486,0.121,0.47,The New York Times,0.409,"Glorious surprises seemed to lurk everywhere in Oslo, Norway https://t.co/HKAeEiagFg",Sat Jul 14 09:50:19 +0000 2018,56
455,0.8176,0.0,0.564,The New York Times,0.436,RT @tackettdc: In Ohio Special election a test for Democrats strength and Republican resolve  https://t.co/p4WXB4IjI8,Sat Jul 14 09:32:02 +0000 2018,57
456,0.4404,0.0,0.805,The New York Times,0.195,Phys Ed: Dog Walking Is Good for You. Provided You Do It. https://t.co/zuLXpClv7g,Sat Jul 14 09:10:05 +0000 2018,58
457,0.6369,0.0,0.802,The New York Times,0.198,RT @bxchen: Our writer with the best job in the world talks about the tech she uses https://t.co/VY6xJHYbOV,Sat Jul 14 09:08:25 +0000 2018,59
458,-0.6369,0.167,0.833,The New York Times,0.0,"RT @nytimesarts: The director of the ""Whitney"" documentary explains how he got her family to open up about her childhood abuse. https://t.c…",Sat Jul 14 08:50:44 +0000 2018,60
459,-0.1531,0.082,0.918,The New York Times,0.0,"RT @nytimesworld: “Having a vagina doesn’t make a woman,” said Angela Ponce, Spain's transgender competitor in the Miss Universe pageant. “…",Sat Jul 14 08:33:04 +0000 2018,61
460,0.0,0.0,1.0,The New York Times,0.0,"A ""Downton Abbey"" movie is coming https://t.co/81TKuwcdp6",Sat Jul 14 08:09:19 +0000 2018,62
461,0.0,0.0,1.0,The New York Times,0.0,"They named it Ingentia prima, meaning “the first giant.” “This new dinosaur changes our understanding of how dinosa… https://t.co/47cDpDv68K",Sat Jul 14 07:51:52 +0000 2018,63
462,0.0,0.0,1.0,The New York Times,0.0,"RT @nytpolitics: Russia's largest spy agency has been implicated in the downing of a civilian airliner, armed operations in Syria and now t…",Sat Jul 14 07:33:06 +0000 2018,64
463,-0.3182,0.168,0.733,The New York Times,0.099,A painting worth $1 million has turned up 4 decades after it was stolen from a Manhattan warehouse https://t.co/evf9RPx918,Sat Jul 14 07:06:06 +0000 2018,65
464,0.5106,0.0,0.837,The New York Times,0.163,"“I still can’t believe it worked.” Inside the Thai soccer team's rescue: floating stretchers, anti-anxiety pills an… https://t.co/E9RGJxfTSC",Sat Jul 14 06:48:47 +0000 2018,66
465,-0.34,0.118,0.882,The New York Times,0.0,"RT @nytimesworld: ""Pakistan is entering another period of prolonged political instability.” The arrest of former Prime Minister Nawaz Shari…",Sat Jul 14 06:32:01 +0000 2018,67
466,0.0,0.0,1.0,The New York Times,0.0,"The Getty Museum has added a rare illuminated Torah, dating to 1296, to its trove of manuscripts https://t.co/0WC7D9weVF",Sat Jul 14 06:02:38 +0000 2018,68
467,0.0,0.0,1.0,The New York Times,0.0,Astronomers traced a neutrino back to a distant galaxy. “We have found the first source of cosmic rays.” https://t.co/3PYngOHGLU,Sat Jul 14 05:46:04 +0000 2018,69
468,-0.5574,0.141,0.859,The New York Times,0.0,RT @NYTNational: The volunteers of The Águilas del Desierto - Eagles of the Desert - work to find bodies of immigrants who died while makin…,Sat Jul 14 05:32:02 +0000 2018,70
469,0.0,0.0,1.0,The New York Times,0.0,"Nancy Barbato Sinatra, an Idol’s First Wife and Lasting Confidante, Dies at 101 https://t.co/Q4xT0ZOktH",Sat Jul 14 05:06:06 +0000 2018,71
470,-0.296,0.099,0.901,The New York Times,0.0,"""I get discriminated against all the time. No one thinks I’m a CEO. I sit on a plane and tell somebody, 'Well, I ru… https://t.co/mjB9vBw1TZ",Sat Jul 14 04:55:42 +0000 2018,72
471,-0.5563,0.14,0.86,The New York Times,0.0,"“She so ugly I almost threw up. Ew.”
“I was just staring at your bbbooo.....i mean eyes.”
“Go back to the kitchen a… https://t.co/yRDgH7oKDf",Sat Jul 14 04:39:05 +0000 2018,73
472,0.0,0.0,1.0,The New York Times,0.0,"RT @NYTMetro: Designs include skulls, flaming hearts with swords piercing them, spiders, roses, jellyfish, an upside-down bat, and a unicor…",Sat Jul 14 04:22:03 +0000 2018,74
473,-0.3182,0.173,0.827,The New York Times,0.0,"Trump Walks in Front of Queen Elizabeth, Causing Social Media Frenzy https://t.co/22TQkfSosk",Sat Jul 14 04:11:38 +0000 2018,75
474,0.8225,0.071,0.613,The New York Times,0.316,No one will win the Nobel Prize in Literature this year. But you — along with the librarians of Sweden — can help c… https://t.co/rvMxGcauHt,Sat Jul 14 04:02:05 +0000 2018,76
475,0.0,0.0,1.0,The New York Times,0.0,"Wilbur Ross, the commerce secretary, said he would sell all of his remaining stock holdings after a government watc… https://t.co/Vnk0WRf50E",Sat Jul 14 03:47:03 +0000 2018,77
476,0.2023,0.0,0.859,The New York Times,0.141,"A Giant Iceberg Parked Offshore. It’s Stunning, but Villagers Hit the Road. https://t.co/OU7lo9ldy0",Sat Jul 14 03:39:42 +0000 2018,78
477,-0.5267,0.145,0.855,The New York Times,0.0,"In 21 trips Tom Price took as health secretary, 20 of them violated federal travel rules, an inspector general said https://t.co/22IkjNMj0U",Sat Jul 14 03:32:04 +0000 2018,79
478,-0.4019,0.162,0.838,The New York Times,0.0,RT @nytgraphics: How Russia hacked the D.N.C. and Hillary Clinton’s presidential campaign in 2016. https://t.co/6oO8BdTmDN,Sat Jul 14 03:17:02 +0000 2018,80
479,0.8555,0.0,0.455,The New York Times,0.545,"Modern Love: What boxing taught me about love
https://t.co/rat4wkU5a2",Sat Jul 14 03:02:03 +0000 2018,81
480,-0.8807,0.397,0.603,The New York Times,0.0,2 men pleaded guilty to manslaughter charges in the death of a fire chief in an explosion of a Bronx house that had… https://t.co/0cFXitFTVz,Sat Jul 14 02:47:06 +0000 2018,82
481,-0.0772,0.151,0.711,The New York Times,0.138,"Dan Coats, the director of national intelligence, said that the persistent danger of Russian cyberattacks today was… https://t.co/2LT5knHY2n",Sat Jul 14 02:32:05 +0000 2018,83
482,-0.6407,0.216,0.784,The New York Times,0.0,RT @nytopinion: The indictments against 12 Russian agents don't exonerate President Trump. On the contrary -- they should worry anyone work…,Sat Jul 14 02:17:03 +0000 2018,84
483,-0.1779,0.144,0.738,The New York Times,0.118,"In the tug of war between workers and investors over how to divvy up the nation's wealth, Americans living on a pay… https://t.co/T5PibgTyjs",Sat Jul 14 02:02:03 +0000 2018,85
484,0.2023,0.0,0.913,The New York Times,0.087,"A top Uber executive is under scrutiny for his comments on race and women, casting a shadow on the company’s effort… https://t.co/5vQLWgA19B",Sat Jul 14 01:48:04 +0000 2018,86
485,0.0,0.0,1.0,The New York Times,0.0,"RT @MikeIsaac: During his first six months on the job, Barney Harford, Uber’s chief operating officer, has exhibited a pattern of upsetting…",Sat Jul 14 01:37:29 +0000 2018,87
486,0.2831,0.083,0.757,The New York Times,0.16,"“I almost feel like I’m making up for lost time,” Kim Gordon says. “I feel like I owe it to myself. Because my whol… https://t.co/mqeNSBtRWL",Sat Jul 14 01:32:02 +0000 2018,88
487,0.0,0.0,1.0,The New York Times,0.0,RT @katierogers: New QUEEN feature from me (w/ @sewellchan as the unsung editor hero): Queen Elizabeth II has met a dozen presidents. Dance…,Sat Jul 14 01:17:06 +0000 2018,89
488,0.0,0.0,1.0,The New York Times,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/gE3aPm7FAX,Sat Jul 14 01:02:06 +0000 2018,90
489,-0.5574,0.146,0.854,The New York Times,0.0,"Linda Daniels relied on an oxygen machine, and died hours after her power was shut off for overdue bills. Her famil… https://t.co/e9ZDQJliUZ",Sat Jul 14 00:47:05 +0000 2018,91
490,0.1779,0.111,0.711,The New York Times,0.178,A village in Greenland is on alert amid fears that a huge iceberg could break apart and send a flood wave over the… https://t.co/ZkZKVgxChH,Sat Jul 14 00:32:04 +0000 2018,92
491,0.128,0.125,0.696,The New York Times,0.179,RT @maggieNYT: “The nation’s top intelligence officer said on Friday that the persistent danger of Russian cyberattacks today was akin to t…,Sat Jul 14 00:17:02 +0000 2018,93
492,0.4215,0.0,0.851,The New York Times,0.149,You might get one last opportunity to see Manhattanhenge tonight. Here's what you need to know. https://t.co/QHfEQwO8tl,Sat Jul 14 00:02:05 +0000 2018,94
493,0.0,0.0,1.0,The New York Times,0.0,"The ""plazafication of New York"" — closing a street to traffic and turning it into a pedestrian zone — was once a pr… https://t.co/9PVUvCnWk6",Fri Jul 13 23:47:05 +0000 2018,95
494,0.7506,0.0,0.726,The New York Times,0.274,"A jet black sarcophagus, perfectly sealed despite being 2,000 years old, is a rare find in Egypt, where treasure hu… https://t.co/N076i3VxO5",Fri Jul 13 23:32:03 +0000 2018,96
495,0.0,0.0,1.0,The New York Times,0.0,RT @ScottCacciola: Conducted an anthropological study at summer league by talking to a bunch of people wearing Kobe jerseys about LeBron. T…,Fri Jul 13 23:17:05 +0000 2018,97
496,0.6249,0.0,0.758,The New York Times,0.242,New York Gov. Andrew Cuomo appeared to embrace elements of a state Health Department report that favored legalizing… https://t.co/0mfrTHTs5t,Fri Jul 13 23:02:05 +0000 2018,98
497,0.0,0.0,1.0,The New York Times,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/MDrPmbPkvD,Fri Jul 13 22:47:05 +0000 2018,99
498,0.0,0.0,1.0,The New York Times,0.0,"Maggie Smith, Michelle Dockery, Hugh Bonneville and other cast members will return to Highclere castle for a ""Downt… https://t.co/VoF5OaHxdQ",Fri Jul 13 22:32:04 +0000 2018,100
